order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
66487804,2026-06-07T12:05:13,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,9.6
85108cbb,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,8.9
6733f8f7,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,8.6
a50f2d7a,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,8.9
e4b8c500,2026-06-07T12:05:13,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,9.9
dae85eb8,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,9.9
e9be3f8f,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,9.9
4df4bfbe,2026-06-07T12:05:13,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,10.2
6fbe38e4,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,8.5
47bb2f8d,2026-06-07T12:05:13,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,9.3
da500be0,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,8.8
603a4aa0,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,9.9
c39548e8,2026-06-07T12:05:13,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,9.0
abcd3b89,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,8.9
f9636244,2026-06-07T12:05:13,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,9.1
cc1b77d8,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,10.2
c6296a11,2026-06-07T12:05:13,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,8.8
771bdb91,2026-06-07T12:05:14,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,10.1
7278e559,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,10.0
bfa05cb9,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,10.1
b574ec73,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,9.9
7bb4e322,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,9.9
a10cb80e,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,9.3
69b1dbd9,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,9.5
0220f1f0,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,9.5
775d82e3,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,9.6
bc841f5f,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,9.2
7f98db47,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,9.1
cb4f1e30,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,10.1
f1370000,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,9.7
ca4d5b2f,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,9.5
f57c504a,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,10.2
d8d53370,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,9.3
6dd1e0d3,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,9.6
e79a9458,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,9.5
00bdd8a6,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,9.6
66f0b063,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,10.1
859a8092,2026-06-07T12:05:14,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,10.1
609b9d18,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,10.3
bd2f1c65,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,10.3
85a307b2,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,9.3
d95edcf2,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,8.9
f14bd3b9,2026-06-07T12:05:14,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,9.7
4932460c,2026-06-07T12:05:14,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,10.3
31fef8e3,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,9.1
0dfbf524,2026-06-07T12:05:14,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,10.2
67c07bdf,2026-06-07T12:05:14,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,8.7
234e3bbc,2026-06-07T12:05:14,BUY,2000.0,2000.02,2.3,0.02,110,MOYEN,NORMAL,False,False,0.01,9.7
91d2da8a,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.4,0.01,162,BON,NORMAL,False,False,0.01,9.3
b0fbb37e,2026-06-07T12:05:14,BUY,2000.0,2000.01,1.4,0.01,108,BON,NORMAL,False,False,0.01,9.4
