order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
9f703e9b,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,9.0
22d7f697,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,8.3
9cbb86b0,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,8.1
b856f599,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,8.3
636c7b77,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,9.2
99158c97,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,9.3
ad378c0d,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,9.3
6ec8336f,2026-06-09T11:30:07,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,9.6
ff432f7f,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,7.9
2179bf7e,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,8.8
460d17a9,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,8.2
85573ee3,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,9.3
ba5f141d,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,8.5
5fb36478,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,8.3
3f7b6a59,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,8.5
b608733c,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,9.6
5c4883df,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,8.2
f9d799f2,2026-06-09T11:30:07,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,9.5
7f9afc39,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,9.3
634aca96,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,9.4
09f148b2,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,9.2
c944b8ea,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,9.3
83c24ba3,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,8.7
60765aff,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,8.9
3d873fd0,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,8.9
47531651,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,9.0
d24b889e,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,8.6
b12984b4,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,8.6
86c76b6b,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,9.5
fef229a9,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,9.1
2e4aad8a,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,8.9
2049e7e8,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,9.6
daf84932,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,8.7
6dbe9882,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,9.0
6ec46834,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,8.9
0f737c30,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,9.0
11b60c53,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,9.5
3317a8f2,2026-06-09T11:30:07,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,9.5
90586b46,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,9.6
6592e535,2026-06-09T11:30:07,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,9.7
81e9cfe3,2026-06-09T11:30:07,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,8.7
29a933d4,2026-06-09T11:30:07,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,8.3
9ad70982,2026-06-09T11:30:07,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,9.1
eebd1baa,2026-06-09T11:30:07,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,9.6
64c693a7,2026-06-09T11:30:08,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,8.5
4ed136de,2026-06-09T11:30:08,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,9.5
02a96534,2026-06-09T11:30:08,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,8.1
9e2bdcf9,2026-06-09T11:30:08,BUY,2000.0,2000.02,2.3,0.02,110,MOYEN,NORMAL,False,False,0.01,9.1
3bd5c17b,2026-06-09T11:30:08,BUY,2000.0,2000.01,1.4,0.01,162,BON,NORMAL,False,False,0.01,8.7
64cb230c,2026-06-09T11:30:08,BUY,2000.0,2000.01,1.4,0.01,108,BON,NORMAL,False,False,0.01,8.8
