order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
081e968c,2026-06-09T10:43:15,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,9.0
66d7e903,2026-06-09T10:43:15,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,8.3
61f3d18a,2026-06-09T10:43:15,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,8.1
fbc1d2fd,2026-06-09T10:43:15,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,8.3
77032c92,2026-06-09T10:43:15,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,9.2
df6be7c9,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,9.3
d52e256b,2026-06-09T10:43:15,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,9.3
678beb7e,2026-06-09T10:43:15,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,9.6
b32477cd,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,7.9
0e965b17,2026-06-09T10:43:15,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,8.8
4fb94461,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,8.2
737a2488,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,9.3
67c41914,2026-06-09T10:43:15,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,8.5
10d82e59,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,8.3
5a679a71,2026-06-09T10:43:15,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,8.5
249bb1b8,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,9.6
42e4ecba,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,8.2
6c770163,2026-06-09T10:43:16,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,9.5
c5f3d44b,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,9.3
a5140ffc,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,9.4
359dfd03,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,9.2
65ed5fe8,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,9.3
445e49aa,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,8.7
74cf5c42,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,8.9
d5e80b6b,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,8.9
58bcbed7,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,9.0
fa4ad26b,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,8.6
381978a8,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,8.6
18e4bcce,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,9.5
06880408,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,9.1
f847a554,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,8.9
b0a35feb,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,9.6
103d1944,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,8.7
88bbc338,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,9.0
913f2b61,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,8.9
6dbd76b9,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,9.0
124ffbb0,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,9.5
a7b212f4,2026-06-09T10:43:16,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,9.5
967dfb4c,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,9.6
39e7f0ae,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,9.7
bb4437d7,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,8.7
996d77f1,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,8.3
db95baed,2026-06-09T10:43:16,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,9.1
16359f2e,2026-06-09T10:43:16,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,9.6
0a3be1ba,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,8.5
022cb551,2026-06-09T10:43:16,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,9.5
e531bc81,2026-06-09T10:43:16,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,8.1
ab471bc9,2026-06-09T10:43:16,BUY,2000.0,2000.02,2.3,0.02,110,MOYEN,NORMAL,False,False,0.01,9.1
f549745c,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.4,0.01,162,BON,NORMAL,False,False,0.01,8.7
d847946d,2026-06-09T10:43:16,BUY,2000.0,2000.01,1.4,0.01,108,BON,NORMAL,False,False,0.01,8.8
