order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
c2a521be,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,19.3
a55ae78e,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,17.9
6f3e1096,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,17.4
de23e214,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,18.0
ab0dbbde,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,19.9
19a99a6a,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,20.1
9693eff2,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,20.0
9302910a,2026-06-06T22:04:21,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,20.6
647d30af,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,17.1
bcfa8e55,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,18.9
e3c171c6,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,17.8
af4b6ade,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,20.1
8b2238db,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,18.3
9de097d5,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,18.0
02df6559,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,18.3
9003832f,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,20.7
93272620,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,17.7
c5cb97e6,2026-06-06T22:04:21,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.5
285eeb69,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,20.1
bab076ed,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,20.4
a20d9dc8,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,19.9
5805e0e7,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,20.0
7c58d17f,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,18.7
9becf320,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,19.2
a531e2be,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,19.2
b5629b3f,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,19.5
da1ce999,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,18.6
3c447b47,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,18.5
f4d43c9f,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,20.4
2c9996f0,2026-06-06T22:04:21,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,19.6
ed7ee839,2026-06-06T22:04:21,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,19.1
8f967a94,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,20.7
6df5ab95,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,18.8
9ccce551,2026-06-06T22:04:21,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,19.3
e8d7d897,2026-06-06T22:04:22,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,19.3
95a95add,2026-06-06T22:04:22,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,19.3
24ef961e,2026-06-06T22:04:22,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,20.4
45712c6f,2026-06-06T22:04:22,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.4
4103cfed,2026-06-06T22:04:22,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,20.7
3a9ef894,2026-06-06T22:04:22,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,20.9
997b35c0,2026-06-06T22:04:22,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,18.7
