order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
acf41c50,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,19.3
fe24bda0,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,17.9
65f34817,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,17.4
9094692f,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,18.0
6448910d,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,19.9
521e2960,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,20.1
b6c4a9a3,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,20.0
2b321784,2026-06-06T22:06:01,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,20.6
bc81a2a8,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,17.1
00079b73,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,18.9
6235df25,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,17.8
fe8d1559,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,20.1
b8ef1d14,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,18.3
95890a06,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,18.0
0c6240bc,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,18.3
616d360d,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,20.7
4102a8f4,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,17.7
dc1133ae,2026-06-06T22:06:01,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.5
23cb5e97,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,20.1
ec393e71,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,20.4
6ebbb0c1,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,19.9
1a05e141,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,20.0
5f2e5338,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,18.7
9356757e,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,19.2
403f8b4f,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,19.2
a5bafacd,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,19.5
0260075c,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,18.6
4d310d5c,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,18.5
b327a769,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,20.4
c5636239,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,19.6
91fcdf25,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,19.1
7984e512,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,20.7
dcdbd6fb,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,18.8
47ee030a,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,19.3
f5bba9f3,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,19.3
b1154041,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,19.3
15014f5b,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,20.4
d042bd12,2026-06-06T22:06:01,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.4
2c14cd70,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,20.7
dba30353,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,20.9
7e00e36c,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,18.7
493b14ea,2026-06-06T22:06:01,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,18.0
cb29a57e,2026-06-06T22:06:01,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,19.7
d6926175,2026-06-06T22:06:01,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,20.8
72a5a4c8,2026-06-06T22:06:01,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,18.3
48211d4c,2026-06-06T22:06:01,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,20.6
f5ed9cec,2026-06-06T22:06:01,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,17.5
