order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
868ff31a,2026-06-06T22:02:33,BUY,2000.0,2000.12,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,19.3
8d86da3e,2026-06-06T22:02:33,BUY,2000.0,2000.03,1.4,0.01,84,BON,NORMAL,False,False,0.01,17.9
0ac1b2d2,2026-06-06T22:02:33,BUY,2000.0,2000.12,1.2,0.01,155,BON,NORMAL,False,False,0.01,17.4
b2fb89dc,2026-06-06T22:02:33,BUY,2000.0,1999.95,1.4,0.01,117,BON,NORMAL,False,False,0.01,18.0
cd9f4ff3,2026-06-06T22:02:33,BUY,2000.0,2000.05,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,19.9
93fb1823,2026-06-06T22:02:33,BUY,2000.0,1999.98,1.7,0.02,134,BON,NORMAL,False,False,0.01,20.1
f2df04e6,2026-06-06T22:02:33,BUY,2000.0,2000.05,1.1,0.01,134,BON,NORMAL,False,False,0.01,20.0
4e0e2728,2026-06-06T22:02:33,BUY,2000.0,1999.93,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,20.6
47e9da4a,2026-06-06T22:02:33,BUY,2000.0,2000.04,1.9,0.02,119,BON,NORMAL,False,False,0.01,17.1
206e21bc,2026-06-06T22:02:33,BUY,2000.0,1999.99,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,18.9
9a379d41,2026-06-06T22:02:33,BUY,2000.0,2000.08,1.8,0.02,180,BON,NORMAL,False,False,0.01,17.8
d1367cc4,2026-06-06T22:02:33,BUY,2000.0,2000.13,1.7,0.02,139,BON,NORMAL,False,False,0.01,20.1
9db16149,2026-06-06T22:02:33,BUY,2000.0,2000.1,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,18.3
178fda2b,2026-06-06T22:02:33,BUY,2000.0,2000.06,1.7,0.02,86,BON,NORMAL,False,False,0.01,18.0
d2d2d780,2026-06-06T22:02:33,BUY,2000.0,1999.97,1.6,0.02,95,BON,NORMAL,False,False,0.01,18.3
d36656b0,2026-06-06T22:02:33,BUY,2000.0,2000.08,1.1,0.01,113,BON,NORMAL,False,False,0.01,20.7
f13c4002,2026-06-06T22:02:33,BUY,2000.0,2000.08,1.3,0.01,97,BON,NORMAL,False,False,0.01,17.7
a0f7faa9,2026-06-06T22:02:33,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.5
8ac0107b,2026-06-06T22:02:33,BUY,2000.0,2000.09,1.8,0.02,99,BON,NORMAL,False,False,0.01,20.1
0fd21e85,2026-06-06T22:02:33,BUY,2000.0,2000.01,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,20.4
3d91d897,2026-06-06T22:02:33,BUY,2000.0,2000.11,1.1,0.01,178,BON,NORMAL,False,False,0.01,19.9
64eae7e9,2026-06-06T22:02:33,BUY,2000.0,2000.08,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,20.0
3909d878,2026-06-06T22:02:33,BUY,2000.0,2000.08,1.2,0.01,138,BON,NORMAL,False,False,0.01,18.7
77a5e5a0,2026-06-06T22:02:33,BUY,2000.0,1999.96,1.8,0.02,102,BON,NORMAL,False,False,0.01,19.2
61cee4e0,2026-06-06T22:02:33,BUY,2000.0,1999.93,1.5,0.01,120,BON,NORMAL,False,False,0.01,19.2
feeda79a,2026-06-06T22:02:33,BUY,2000.0,2000.05,1.5,0.01,97,BON,NORMAL,False,False,0.01,19.5
fc29a848,2026-06-06T22:02:33,BUY,2000.0,2000.07,1.4,0.01,110,BON,NORMAL,False,False,0.01,18.6
45ef628d,2026-06-06T22:02:33,BUY,2000.0,2000.09,1.2,0.01,171,BON,NORMAL,False,False,0.01,18.5
96e96205,2026-06-06T22:02:33,BUY,2000.0,1999.97,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,20.4
c5891142,2026-06-06T22:02:33,BUY,2000.0,1999.93,1.2,0.01,169,BON,NORMAL,False,False,0.01,19.6
