order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
7596a397,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.1,0.02,161,MOYEN,NORMAL,False,False,0.01,19.3
3623e830,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,84,BON,NORMAL,False,False,0.01,17.9
ff01afe7,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,155,BON,NORMAL,False,False,0.01,17.4
ddab7f46,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,117,BON,NORMAL,False,False,0.01,18.0
fb2b20a8,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.1,0.02,92,MOYEN,NORMAL,False,False,0.01,19.9
790c5728,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,134,BON,NORMAL,False,False,0.01,20.1
7087a2ec,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.1,0.01,134,BON,NORMAL,False,False,0.01,20.0
2797d8e8,2026-06-06T22:05:48,BUY,2000.0,2000.03,3.2,0.03,144,MOYEN,NORMAL,False,False,0.01,20.6
264c2a6f,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.9,0.02,119,BON,NORMAL,False,False,0.01,17.1
f179b8bc,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.4,0.02,170,MOYEN,NORMAL,False,False,0.01,18.9
1f91e582,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.8,0.02,180,BON,NORMAL,False,False,0.01,17.8
2d5e2657,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,139,BON,NORMAL,False,False,0.01,20.1
102dd784,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.4,0.02,138,MOYEN,NORMAL,False,False,0.01,18.3
bfb434c8,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,86,BON,NORMAL,False,False,0.01,18.0
46514b98,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.6,0.02,95,BON,NORMAL,False,False,0.01,18.3
72fd67a2,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.1,0.01,113,BON,NORMAL,False,False,0.01,20.7
a84bdb7e,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.3,0.01,97,BON,NORMAL,False,False,0.01,17.7
43e8b962,2026-06-06T22:05:48,BUY,2000.0,2000.07,2.5,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.5
cbd58791,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.8,0.02,99,BON,NORMAL,False,False,0.01,20.1
0e8085ed,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.2,0.02,85,MOYEN,NORMAL,False,False,0.01,20.4
246481e7,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.1,0.01,178,BON,NORMAL,False,False,0.01,19.9
9a9c6e03,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.4,0.02,165,MOYEN,NORMAL,False,False,0.01,20.0
33c6a803,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,138,BON,NORMAL,False,False,0.01,18.7
684ba351,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.8,0.02,102,BON,NORMAL,False,False,0.01,19.2
95e8ffaf,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.5,0.01,120,BON,NORMAL,False,False,0.01,19.2
aa0dbda7,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.5,0.01,97,BON,NORMAL,False,False,0.01,19.5
e70dfba3,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,110,BON,NORMAL,False,False,0.01,18.6
a0310d3b,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,171,BON,NORMAL,False,False,0.01,18.5
742ac6de,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.1,0.02,138,MOYEN,NORMAL,False,False,0.01,20.4
e2a077af,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,169,BON,NORMAL,False,False,0.01,19.6
1f0acc95,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.0,0.02,127,BON,NORMAL,False,False,0.01,19.1
7eedfd1c,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.8,0.02,177,BON,NORMAL,False,False,0.01,20.7
559c0750,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,161,BON,NORMAL,False,False,0.01,18.8
cd274e78,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.5,0.01,156,BON,NORMAL,False,False,0.01,19.3
e0d830e4,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.5,0.01,105,BON,NORMAL,False,False,0.01,19.3
cb0af587,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,19.3
19888b89,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,20.4
86c3cc5e,2026-06-06T22:05:48,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,20.4
c2ce9f68,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,20.7
4f51a4f3,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,20.9
436eb8d0,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,18.7
6619720e,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,18.0
824200cb,2026-06-06T22:05:48,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,19.7
1ab82c04,2026-06-06T22:05:48,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,20.8
35ab1408,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,18.3
11ca5804,2026-06-06T22:05:48,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,20.6
0902f51c,2026-06-06T22:05:48,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,17.5
ff6a6e30,2026-06-06T22:05:48,BUY,2000.0,2000.02,2.3,0.02,110,MOYEN,NORMAL,False,False,0.01,19.6
4e57d86b,2026-06-06T22:05:48,BUY,2000.0,2000.01,1.4,0.01,162,BON,NORMAL,False,False,0.01,18.8
